Title,Creator,Category,Tags,Synopsis,Confidence,Episode Number,Episode Date,Edition,Source URL,Secondary URLs,Episode Video URL,Episode Blog URL
This week's Cool Tools podcast: Simone Giertz,,tip,podcast; tool-review,This week's Cool Tools podcast: Simone Giertz.,high,30,2017-04-19,main,http://kk.org/cooltools/simone-giertz-robot-maker-and-youtuber/,,https://youtube.com/watch?v=hDejLQxcVo0,https://www.makerprojectlab.com/sun-powered-cnc-maker-update-30/
Patterns Collection - for Bending Rigid Materials,CncFactory,tip,material-bending; pattern; laser-cutting; design; rigid-materials,Guide for bending rigid materials using pattern-based techniques.,high,30,2017-04-19,main,http://www.instructables.com/id/Patterns-Collection-for-Bending-Rigid-Materials/,,https://youtube.com/watch?v=hDejLQxcVo0,https://www.makerprojectlab.com/sun-powered-cnc-maker-update-30/
3D Printed Lego Tape,,tip,3d-printing,3D Printed Lego Tape.,high,30,2017-04-19,main,https://learn.adafruit.com/3d-printed-lego-tape/overview,,https://youtube.com/watch?v=hDejLQxcVo0,https://www.makerprojectlab.com/sun-powered-cnc-maker-update-30/
Internet Archive Brings 80s and 90s Mac Programs Back to Life,,tip,retro-tech; mac-software; digital-archiving; open-access; emulation,Internet Archive article about 80s/90s Mac software preservation.,high,30,2017-04-19,main,http://www.popularmechanics.com/culture/gaming/a26119/internet-archive-brings-old-macintosh-products-back-to-life/,,https://youtube.com/watch?v=hDejLQxcVo0,https://www.makerprojectlab.com/sun-powered-cnc-maker-update-30/
https://archive.org/details/softwarelibrary_mac,,tip,digital-archiving; mac-software; retro-tech; open-access; software-preservation,Archive.org Macintosh software library with historical computing resources.,high,30,2017-04-19,main,https://archive.org/details/softwarelibrary_mac,,https://youtube.com/watch?v=hDejLQxcVo0,https://www.makerprojectlab.com/sun-powered-cnc-maker-update-30/
Electric Go Kart in Retro Style (for Kids),woodenProjects,project,vehicles; motors; arduino; diy,Retro-style go kart with electric motor.,high,29,2017-04-12,main,https://www.instructables.com/id/Electric-Go-Kart-in-Retro-Style-for-Kids/,,https://youtube.com/watch?v=Eg5nHl0vOZQ,https://www.makerprojectlab.com/diy-diploma-maker-update-29/
Scraperite Plastic Razor Blades,,tip,craft; safety,Plastic razor blade tool for safe cutting.,high,29,2017-04-12,main,http://amzn.to/2o7tD4a,,https://youtube.com/watch?v=Eg5nHl0vOZQ,https://www.makerprojectlab.com/diy-diploma-maker-update-29/
http://kk.org/cooltools/plastic-razor-blades/,,tip,hand-tools; plastic; cutting; general-purpose; tool-review,ScrapeRite plastic razor blades for damage-free label removal on plastic.,high,29,2017-04-12,main,http://kk.org/cooltools/plastic-razor-blades/,,https://youtube.com/watch?v=Eg5nHl0vOZQ,https://www.makerprojectlab.com/diy-diploma-maker-update-29/
How to use a Raspberry Pi Fingerprint Sensor for Authentication (via Adafruit),,tip,sensor; arduino; raspberry-pi; security,Fingerprint authentication with Arduino or Pi.,high,29,2017-04-12,main,https://tutorials-raspberrypi.com/how-to-use-raspberry-pi-fingerprint-sensor-authentication/,,https://youtube.com/watch?v=Eg5nHl0vOZQ,https://www.makerprojectlab.com/diy-diploma-maker-update-29/
How to use a Fingerprint Sensor with Arduino,,tip,sensor; arduino; raspberry-pi; security,Fingerprint authentication with Arduino or Pi.,high,29,2017-04-12,main,https://learn.adafruit.com/adafruit-optical-fingerprint-sensor/wiring-for-use-with-arduino,,https://youtube.com/watch?v=Eg5nHl0vOZQ,https://www.makerprojectlab.com/diy-diploma-maker-update-29/
Laser Cut Parametric Flex Box Generators,JustAddSharks,tip,cad; 3d-printing; electronics; design-tool,Parametric battery box with spring contacts.,high,29,2017-04-12,main,https://www.instructables.com/id/Laser-Cut-Parametric-Flex-Box-Generators/,,https://youtube.com/watch?v=Eg5nHl0vOZQ,https://www.makerprojectlab.com/diy-diploma-maker-update-29/
Sninges in Laser Cut Acryllic,Sean Michael Ragan,tip,laser-cutting; acrylic; joints; assembly,Laser-cut acrylic slot joints for assembly.,high,29,2017-04-12,main,http://makezine.com/2011/12/08/designing-sninges-in-laser-cut-acrylic/,,https://youtube.com/watch?v=Eg5nHl0vOZQ,https://www.makerprojectlab.com/diy-diploma-maker-update-29/
National Robotics Week,,tip,robotics,National Robotics Week.,high,29,2017-04-12,main,http://www.nationalroboticsweek.org/,,https://youtube.com/watch?v=Eg5nHl0vOZQ,https://www.makerprojectlab.com/diy-diploma-maker-update-29/
Robot Trading Cards,,tip,robotics,Robot Trading Cards.,high,29,2017-04-12,main,http://www.nationalroboticsweek.org/Cards.aspx,,https://youtube.com/watch?v=Eg5nHl0vOZQ,https://www.makerprojectlab.com/diy-diploma-maker-update-29/
Sound Reactive Lightning Cloud,AlisonM75,project,led; neopixel; audio; kinetic-art,Light effects responsive to audio/sound levels.,high,29,2017-04-12,main,https://www.instructables.com/id/Sound-Reactive-Lightning-Cloud/,,https://youtube.com/watch?v=Eg5nHl0vOZQ,https://www.makerprojectlab.com/diy-diploma-maker-update-29/
Richard Clarkson Cloud,,project,ambient-lighting; smart-speaker; music-visualization; led; home-decor,Smart Cloud speaker with music-reactive LED lighting and ambient art.,high,29,2017-04-12,main,http://www.richardclarkson.com/cloud/,,https://youtube.com/watch?v=Eg5nHl0vOZQ,https://www.makerprojectlab.com/diy-diploma-maker-update-29/
Richard Clarkson Floating,,project,magnetic-levitation; art; product-design; wireless; technology,Floating Cloud magnetic levitation sculpture by Richard Clarkson Studio.,high,29,2017-04-12,main,http://www.richardclarkson.com/floating/,,https://youtube.com/watch?v=Eg5nHl0vOZQ,https://www.makerprojectlab.com/diy-diploma-maker-update-29/
Why You Wear Safety Glasses,,project,safety; personal-protection,PopularMechanics article on safety glasses in workshops.,low,29,2017-04-12,main,http://www.popularmechanics.com/home/tools/a21301/here-is-why-you-wear-safety-glasses/,,https://youtube.com/watch?v=Eg5nHl0vOZQ,https://www.makerprojectlab.com/diy-diploma-maker-update-29/
Perpetual Clock With Arduino,JON-A-TRON,project,arduino; kinetic-art; mechanical; display,Clock display with perpetual motion sculpture.,high,28,2017-04-05,main,https://www.instructables.com/id/Perpetual-Clock-With-Arduino/,,https://youtube.com/watch?v=khG4Zk5XZrw,https://www.makerprojectlab.com/arduino-time-hard-way-maker-update-28/
Fusion 360 Rack and Pinion Gear Rob Duarte,,project,cad; fusion360; mechanical-design; gears; 3d-modeling,Fusion 360 tutorial on rack and pinion gear design and modeling.,high,28,2017-04-05,main,https://www.youtube.com/watch?v=khG4Zk5XZrw,,https://youtube.com/watch?v=khG4Zk5XZrw,https://www.makerprojectlab.com/arduino-time-hard-way-maker-update-28/
All Seeing Pi Photo Booth (via Adafruit),,project,raspberry-pi; camera; photography; interactive,DIY photo booth using Raspberry Pi camera.,high,28,2017-04-05,main,https://www.raspberrypi.org/learning/the-all-seeing-pi/,,https://youtube.com/watch?v=khG4Zk5XZrw,https://www.makerprojectlab.com/arduino-time-hard-way-maker-update-28/
https://blog.adafruit.com/2017/03/31/the-all-seeing-pi-a-rasberry-pi-photo-booth-piday-raspberrypi-raspberry_pi/,,project,raspberry-pi; electronics; photo-booth; diy,Adafruit Raspberry Pi photo booth project.,low,28,2017-04-05,main,https://blog.adafruit.com/2017/03/31/the-all-seeing-pi-a-rasberry-pi-photo-booth-piday-raspberrypi-raspberry_pi/,,https://youtube.com/watch?v=khG4Zk5XZrw,https://www.makerprojectlab.com/arduino-time-hard-way-maker-update-28/
FastCap Glue-Bot & Babe Bot bottle,,tip,precision,Precision glue dispensing tool review.,high,28,2017-04-05,main,http://amzn.to/2ni1Ls3,,https://youtube.com/watch?v=khG4Zk5XZrw,https://www.makerprojectlab.com/arduino-time-hard-way-maker-update-28/
http://kk.org/cooltools/paolo-salvagione-visual-artist/,,tip,kinetic-art; mechanical-design; sculpture; metalworking; interactive-art,Paolo Salvagione visual artist and mechanical engineer working with interactive sculptures.,high,28,2017-04-05,main,http://kk.org/cooltools/paolo-salvagione-visual-artist/,,https://youtube.com/watch?v=khG4Zk5XZrw,https://www.makerprojectlab.com/arduino-time-hard-way-maker-update-28/
Hammerhead Jig,,tip,woodworking; jig,Woodworking jig for accurate fastening.,high,28,2017-04-05,main,https://www.adafruit.com/products/3413?utm_source=youtube&utm_medium=videodescrip&utm_campaign=newproducts,,https://youtube.com/watch?v=khG4Zk5XZrw,https://www.makerprojectlab.com/arduino-time-hard-way-maker-update-28/
https://www.youtube.com/watch?v=VDJ2-feg2lk,,tip,youtube; maker-content,Bilge Tank episode 072 video content.,low,28,2017-04-05,main,https://www.youtube.com/watch?v=VDJ2-feg2lk,,https://youtube.com/watch?v=khG4Zk5XZrw,https://www.makerprojectlab.com/arduino-time-hard-way-maker-update-28/
MagPi #56,,tip,raspberry-pi,Raspberry Pi official magazine publication.,high,28,2017-04-05,main,https://www.raspberrypi.org/magpi/issues/56/,,https://youtube.com/watch?v=khG4Zk5XZrw,https://www.makerprojectlab.com/arduino-time-hard-way-maker-update-28/
Mission Creek ALT,,tip,event; festival; art; performance,Mission Creek Festival scheduling information.,low,28,2017-04-05,main,http://missioncreekfestival.com/schedule/alt-2017/,,https://youtube.com/watch?v=khG4Zk5XZrw,https://www.makerprojectlab.com/arduino-time-hard-way-maker-update-28/
https://docs.google.com/forms/d/e/1FAIpQLSfPH_5k5U07g_6RuAwt3liueIQwEZdnX6DYu8DkoshWlcC3sg/viewform?c=0&w=1,,tip,form; survey; event,Google Form for Mission Creek Festival registration.,low,28,2017-04-05,main,https://docs.google.com/forms/d/e/1FAIpQLSfPH_5k5U07g_6RuAwt3liueIQwEZdnX6DYu8DkoshWlcC3sg/viewform?c=0&w=1,,https://youtube.com/watch?v=khG4Zk5XZrw,https://www.makerprojectlab.com/arduino-time-hard-way-maker-update-28/
MusicBox Project,,project,music,MusicBox Project.,high,27,2017-03-29,main,https://www.instructables.com/id/Raspberry-Pi-Home-Network-Music-System/,,https://youtube.com/watch?v=34PBCnMQgt8,https://www.makerprojectlab.com/kimono-self-involved-maker-update-27/
Custom Print Kimono,randofo,project,sewing; textile; fabric-printing; garment-design; fashion,Custom-printed kimono project with step-by-step sewing instructions.,high,27,2017-03-29,main,https://www.instructables.com/id/Custom-Print-Kimono/,,https://youtube.com/watch?v=34PBCnMQgt8,https://www.makerprojectlab.com/kimono-self-involved-maker-update-27/
Arduino Uno Drinkbot,Ted Kinsman,project,arduino; robotics,Arduino Uno Drinkbot by Ted Kinsman.,high,27,2017-03-29,main,http://makezine.com/projects/build-cocktail-drinkbot/,,https://youtube.com/watch?v=34PBCnMQgt8,https://www.makerprojectlab.com/kimono-self-involved-maker-update-27/
Banker's Box Project Storage Shelf (via Hackaday),,project,woodworking; storage; diy; organization,Storage organization project from Omaha Maker Group.,low,27,2017-03-29,main,http://omahamakergroup.org/2017/03/22/bankers-box-storage-plans/,,https://youtube.com/watch?v=34PBCnMQgt8,https://www.makerprojectlab.com/kimono-self-involved-maker-update-27/
Transforming Open/Close sign,Matt Harrison (based on Yosuke Ikeda's work),project,woodworking; plywood; shelving; makerspace; storage,Banker box shelving system for makerspace storage organization.,high,27,2017-03-29,main,http://www.core77.com/posts/63944/Designer-Figures-Out-How-to-Perfect-That-Transforming-OpenClosed-Sign,,https://youtube.com/watch?v=34PBCnMQgt8,https://www.makerprojectlab.com/kimono-self-involved-maker-update-27/
http://www.thingiverse.com/thing:2015046,,project,design; product-design; core77,Product design article on transforming open/closed signs.,low,27,2017-03-29,main,http://www.thingiverse.com/thing:2015046,,https://youtube.com/watch?v=34PBCnMQgt8,https://www.makerprojectlab.com/kimono-self-involved-maker-update-27/
JoyBonnet,,tip,raspberry-pi; gaming; emulation; electronics; handheld-console,Adafruit Joy Bonnet - portable gaming controller for Raspberry Pi Zero.,high,27,2017-03-29,main,https://www.adafruit.com/products/3464,,https://youtube.com/watch?v=34PBCnMQgt8,https://www.makerprojectlab.com/kimono-self-involved-maker-update-27/
Adafruit Feather nRF52 Bluefruit LE,,tip,arcade; gaming; raspberry-pi; hat; audio; electronics,Pimoroni Picade X HAT - arcade control interface for Raspberry Pi.,high,27,2017-03-29,main,https://www.adafruit.com/products/3406,,https://youtube.com/watch?v=34PBCnMQgt8,https://www.makerprojectlab.com/kimono-self-involved-maker-update-27/
Drilling in Eye Hooks,,tip,laser-cutting; electronics; cosplay; props; lightsaber,DIY laser-powered light saber project with step-by-step guide.,low,27,2017-03-29,main,http://makezine.com/2017/03/24/tips-of-the-week-drilling-hooks-concept-sketching-electronics-helper-app/,,https://youtube.com/watch?v=34PBCnMQgt8,https://www.makerprojectlab.com/kimono-self-involved-maker-update-27/
The Pi Locator (via Hackaday),,tip,interactive-art; kinetic-sculpture; robotic-art; installation-art; technology,Neil Mendoza interactive art and kinetic sculpture installations.,high,27,2017-03-29,main,http://www.thepilocator.com/,,https://youtube.com/watch?v=34PBCnMQgt8,https://www.makerprojectlab.com/kimono-self-involved-maker-update-27/
DaDa Machine,,tip,crowdfunding; product-design,Kickstarter project,low,27,2017-03-29,main,https://www.kickstarter.com/projects/1481744082/309896839?token=bf5ca50a,,https://youtube.com/watch?v=34PBCnMQgt8,https://www.makerprojectlab.com/kimono-self-involved-maker-update-27/
Pi Wars,,tip,raspberry-pi; robotics; competition; autonomous-robots; maker-projects,Pi Wars 2017 robotics competition with Raspberry Pi powered robots.,high,27,2017-03-29,main,https://www.raspberrypi.org/blog/pi-wars-2017/,,https://youtube.com/watch?v=34PBCnMQgt8,https://www.makerprojectlab.com/kimono-self-involved-maker-update-27/
John Park Ninja Timer,,project,electronics; arduino; timer,Ninja-themed timer device.,high,26,2017-03-22,main,https://learn.adafruit.com/ninja-timer-giant-7-segment-display/overview,,https://youtube.com/watch?v=A6AkDUQnTxU,https://www.makerprojectlab.com/skateboard-guitars-ninja-timers-maker-update-26/
Lap Slide Guitar Skate Board,BeavisChrist,project,music; vehicles; instrument; skateboard,Skateboard converted into lap-slide guitar.,high,26,2017-03-22,main,https://www.instructables.com/id/Lap-Slide-Guitar-Skate-Board/,,https://youtube.com/watch?v=A6AkDUQnTxU,https://www.makerprojectlab.com/skateboard-guitars-ninja-timers-maker-update-26/
InkScape Fret Ruler Extension,,project,music; design-tool; cad; luthier,Inkscape tool for generating guitar fret patterns.,high,26,2017-03-22,main,https://inkscape.org/en/~Neon22/%E2%98%85luthier-fret-ruler,,https://youtube.com/watch?v=A6AkDUQnTxU,https://www.makerprojectlab.com/skateboard-guitars-ninja-timers-maker-update-26/
FastCap Glue-Bot & Babe Bot bottle,,tip,precision,Precision glue dispensing tool review.,high,26,2017-03-22,main,http://kk.org/cooltools/paolo-salvagione-visual-artist/,,https://youtube.com/watch?v=A6AkDUQnTxU,https://www.makerprojectlab.com/skateboard-guitars-ninja-timers-maker-update-26/
https://www.amazon.com/exec/obidos/ASIN/B0006IUW8G/ref=nosim/cooltools-20,,tip,product; tool-review; retail,Amazon product,low,26,2017-03-22,main,https://www.amazon.com/exec/obidos/ASIN/B0006IUW8G/ref=nosim/cooltools-20,,https://youtube.com/watch?v=A6AkDUQnTxU,https://www.makerprojectlab.com/skateboard-guitars-ninja-timers-maker-update-26/
https://www.amazon.com/FastCap-Babe-Bot-Ounce-Glue-Bottle/dp/B0006IUW9U/,,tip,product; tool-review; retail,Amazon product,low,26,2017-03-22,main,https://www.amazon.com/FastCap-Babe-Bot-Ounce-Glue-Bottle/dp/B0006IUW9U/,,https://youtube.com/watch?v=A6AkDUQnTxU,https://www.makerprojectlab.com/skateboard-guitars-ninja-timers-maker-update-26/
Etcher Software for SD imaging,,tip,software; sd-card; flashing; raspberry-pi,Balena Etcher software,low,26,2017-03-22,main,https://etcher.io/,,https://youtube.com/watch?v=A6AkDUQnTxU,https://www.makerprojectlab.com/skateboard-guitars-ninja-timers-maker-update-26/
Picade Hat,,tip,electronics; raspberry-pi; maker-electronics,Adafruit electronics component,low,26,2017-03-22,main,https://blog.adafruit.com/2017/03/14/new-product-pimoroni-picade-hat-for-raspberry-pi/,,https://youtube.com/watch?v=A6AkDUQnTxU,https://www.makerprojectlab.com/skateboard-guitars-ninja-timers-maker-update-26/
https://www.adafruit.com/product/3402,,tip,electronics; raspberry-pi; maker-electronics,Adafruit electronics component,low,26,2017-03-22,main,https://www.adafruit.com/product/3402,,https://youtube.com/watch?v=A6AkDUQnTxU,https://www.makerprojectlab.com/skateboard-guitars-ninja-timers-maker-update-26/
Feather Cases,,tip,electronics; raspberry-pi; maker-electronics,Adafruit electronics component,low,26,2017-03-22,main,https://forums.adafruit.com/viewtopic.php?f=57&t=113908,,https://youtube.com/watch?v=A6AkDUQnTxU,https://www.makerprojectlab.com/skateboard-guitars-ninja-timers-maker-update-26/
https://www.youtube.com/watch?v=V8bCpCotjO4&feature=youtu.be,,tip,youtube; maker-content,YouTube maker video,low,26,2017-03-22,main,https://www.youtube.com/watch?v=V8bCpCotjO4&feature=youtu.be,,https://youtube.com/watch?v=A6AkDUQnTxU,https://www.makerprojectlab.com/skateboard-guitars-ninja-timers-maker-update-26/
Mission Creek ALT,,tip,,Maker Update resource,low,26,2017-03-22,main,http://missioncreekfestival.com/schedule/alt-2017/,,https://youtube.com/watch?v=A6AkDUQnTxU,https://www.makerprojectlab.com/skateboard-guitars-ninja-timers-maker-update-26/
https://docs.google.com/forms/d/e/1FAIpQLSfPH_5k5U07g_6RuAwt3liueIQwEZdnX6DYu8DkoshWlcC3sg/viewform?c=0&w=1,,tip,form; event-registration,Event registration or survey form,low,26,2017-03-22,main,https://docs.google.com/forms/d/e/1FAIpQLSfPH_5k5U07g_6RuAwt3liueIQwEZdnX6DYu8DkoshWlcC3sg/viewform?c=0&w=1,,https://youtube.com/watch?v=A6AkDUQnTxU,https://www.makerprojectlab.com/skateboard-guitars-ninja-timers-maker-update-26/
Laser-powered Lightsaber,makendo,project,diy; instructables,Instructables maker project guide,low,25,2017-03-15,main,https://www.instructables.com/id/Laser-powered-Light-Saber/,,https://youtube.com/watch?v=tjWhTjykpIo,https://www.makerprojectlab.com/pi-panda-cams-and-laser-lightsabers-maker-update-25/
Mechanical Xylophone,neilmendoza,project,music; 3d-printing; kinetic-art; mechanical,Self-playing mechanical xylophone sculpture.,high,25,2017-03-15,main,https://www.instructables.com/id/Mechanical-Xylophone/,,https://youtube.com/watch?v=tjWhTjykpIo,https://www.makerprojectlab.com/pi-panda-cams-and-laser-lightsabers-maker-update-25/
http://www.neilmendoza.com/,,project,,Maker Update resource,low,25,2017-03-15,main,http://www.neilmendoza.com/,,https://youtube.com/watch?v=tjWhTjykpIo,https://www.makerprojectlab.com/pi-panda-cams-and-laser-lightsabers-maker-update-25/
Pi Panda Cam,,project,raspberry-pi; camera; robotics; novelty,Panda-themed Raspberry Pi camera project.,high,25,2017-03-15,main,https://github.com/Zipcar/zipcar-pi-zero-guide/blob/master/projects/panda-cam-monitor.md,,https://youtube.com/watch?v=tjWhTjykpIo,https://www.makerprojectlab.com/pi-panda-cams-and-laser-lightsabers-maker-update-25/
Sparkfun Roshamglo board,,tip,arduino; electronics; game; interactive,Electronic rock-paper-scissors game device.,high,25,2017-03-15,main,https://www.sparkfun.com/products/14130,,https://youtube.com/watch?v=tjWhTjykpIo,https://www.makerprojectlab.com/pi-panda-cams-and-laser-lightsabers-maker-update-25/
https://twitter.com/Hacksterio/status/841030029836484609,,tip,,Maker Update resource,low,25,2017-03-15,main,https://twitter.com/Hacksterio/status/841030029836484609,,https://youtube.com/watch?v=tjWhTjykpIo,https://www.makerprojectlab.com/pi-panda-cams-and-laser-lightsabers-maker-update-25/
Pendulus,Make Anything,project,kinetic-art; mechanical; physics,Chaotic pendulum kinetic sculpture.,high,24,2017-03-08,main,https://www.youtube.com/watch?v=mZ1hF_-cubA,,https://youtube.com/watch?v=mURrW53F46M,https://www.makerprojectlab.com/tiki-volcanoes-double-pendulums-maker-update-24/
https://www.devinmontes.com/pendulus,,project,,Maker Update resource,low,24,2017-03-08,main,https://www.devinmontes.com/pendulus,,https://youtube.com/watch?v=mURrW53F46M,https://www.makerprojectlab.com/tiki-volcanoes-double-pendulums-maker-update-24/
https://www.instructables.com/id/The-Chaos-Machine-Double-Pendulum/,,project,diy; instructables,Instructables maker project guide,low,24,2017-03-08,main,https://www.instructables.com/id/The-Chaos-Machine-Double-Pendulum/,,https://youtube.com/watch?v=mURrW53F46M,https://www.makerprojectlab.com/tiki-volcanoes-double-pendulums-maker-update-24/
PCB Workstation w/Crane Arms,,project,electronics; workspace; lighting; organization,DIY electronics workbench with crane arms.,high,24,2017-03-08,main,https://blog.adafruit.com/2017/03/03/updated-pcb-workstation-with-crane-arms-3dprinting/,,https://youtube.com/watch?v=mURrW53F46M,https://www.makerprojectlab.com/tiki-volcanoes-double-pendulums-maker-update-24/
http://www.thingiverse.com/thing:2111631,,project,,Maker Update resource,low,24,2017-03-08,main,http://www.thingiverse.com/thing:2111631,,https://youtube.com/watch?v=mURrW53F46M,https://www.makerprojectlab.com/tiki-volcanoes-double-pendulums-maker-update-24/
Older version,,project,,Maker Update resource,low,24,2017-03-08,main,http://makezine.com/projects/3d-print-the-ultimate-helping-hands-for-a-pcb-workstation/,,https://youtube.com/watch?v=mURrW53F46M,https://www.makerprojectlab.com/tiki-volcanoes-double-pendulums-maker-update-24/
Basement Volcano,,project,art-installation; electronics; lighting,Volcano sculpture with electronic lighting effects.,high,24,2017-03-08,main,https://blog.adafruit.com/2017/03/03/basement-volcano-for-tiki-bar-made-with-neopixels-and-raspberry-pi-piday-raspberrypi-raspberry_pi/,,https://youtube.com/watch?v=mURrW53F46M,https://www.makerprojectlab.com/tiki-volcanoes-double-pendulums-maker-update-24/
https://vixenlabs.com/2016/02/22/kilauea-cove-build-part-1/,,project,,Maker Update resource,low,24,2017-03-08,main,https://vixenlabs.com/2016/02/22/kilauea-cove-build-part-1/,,https://youtube.com/watch?v=mURrW53F46M,https://www.makerprojectlab.com/tiki-volcanoes-double-pendulums-maker-update-24/
Latest MagPi Magazine is out #55,,tip,raspberry-pi,Raspberry Pi official magazine publication.,high,24,2017-03-08,main,https://www.raspberrypi.org/magpi/issues/55/,,https://youtube.com/watch?v=mURrW53F46M,https://www.makerprojectlab.com/tiki-volcanoes-double-pendulums-maker-update-24/
New issue of Make hitting Newstands,,tip,,New issue of Make hitting Newstands.,low,24,2017-03-08,main,,,https://youtube.com/watch?v=mURrW53F46M,https://www.makerprojectlab.com/tiki-volcanoes-double-pendulums-maker-update-24/
3DP Cases for Electronic Components,,tip,,Maker Update resource,low,24,2017-03-08,main,https://www.hackster.io/circuito-io-team/fun-cases-for-electronic-components-94b7db,,https://youtube.com/watch?v=mURrW53F46M,https://www.makerprojectlab.com/tiki-volcanoes-double-pendulums-maker-update-24/
Free Instructables Classes Reach Tipping Point,,tip,diy; instructables,Instructables maker project guide,low,24,2017-03-08,main,https://www.instructables.com/classes/,,https://youtube.com/watch?v=mURrW53F46M,https://www.makerprojectlab.com/tiki-volcanoes-double-pendulums-maker-update-24/
There's Even a Class on Writing an Instructable,,tip,diy; instructables,Instructables maker project guide,low,24,2017-03-08,main,https://www.instructables.com/class/How-to-Write-an-Instructable-Class/,,https://youtube.com/watch?v=mURrW53F46M,https://www.makerprojectlab.com/tiki-volcanoes-double-pendulums-maker-update-24/
Motion Activated Bike Lighting Prototype,Bob Clagett,project,led; sensor; vehicles; safety; lighting,Bike lighting activated by motion detection.,high,23,2017-03-01,main,https://www.youtube.com/watch?v=4oFRJqaXWYk,,https://youtube.com/watch?v=OQTIbB5-o0Y,https://www.makerprojectlab.com/10-computer-updated-wifi-bluetooth-maker-update-23/
Mini Apple II,Chris Larkin,project,retro-tech; electronics; computing; recreation,Miniature Apple II computer recreation.,high,23,2017-03-01,main,http://makezine.com/2017/02/27/chip-powered-apple-ii-mini/,,https://youtube.com/watch?v=OQTIbB5-o0Y,https://www.makerprojectlab.com/10-computer-updated-wifi-bluetooth-maker-update-23/
https://github.com/Cupcakus/AppleIIMini,,project,,Maker Update resource,low,23,2017-03-01,main,https://github.com/Cupcakus/AppleIIMini,,https://youtube.com/watch?v=OQTIbB5-o0Y,https://www.makerprojectlab.com/10-computer-updated-wifi-bluetooth-maker-update-23/
Reactive LED Pendant,Martin Cowell,project,led; wearables; electronics; jewelry,LED pendant jewelry that reacts to touch.,high,23,2017-03-01,main,https://www.instructables.com/id/Reactive-Pendant/?ALLSTEPS,,https://youtube.com/watch?v=OQTIbB5-o0Y,https://www.makerprojectlab.com/10-computer-updated-wifi-bluetooth-maker-update-23/
http://martincowell.com/pendant/,,project,,Maker Update resource,low,23,2017-03-01,main,http://martincowell.com/pendant/,,https://youtube.com/watch?v=OQTIbB5-o0Y,https://www.makerprojectlab.com/10-computer-updated-wifi-bluetooth-maker-update-23/
TV Time Machine,Wellington Duraes,project,retro-tech; electronics; vintage,Retro TV time machine device.,high,23,2017-03-01,main,https://www.hackster.io/wellington-duraes/tv-time-machine-d11b5f,,https://youtube.com/watch?v=OQTIbB5-o0Y,https://www.makerprojectlab.com/10-computer-updated-wifi-bluetooth-maker-update-23/
PaPiRus,,tip,electronics; raspberry-pi; maker-electronics,Adafruit electronics component,low,23,2017-03-01,main,https://blog.adafruit.com/2017/02/23/new-product-papirus-2-7-eink-display-hat-for-raspberry-pi-from-pi-supply/,,https://youtube.com/watch?v=OQTIbB5-o0Y,https://www.makerprojectlab.com/10-computer-updated-wifi-bluetooth-maker-update-23/
Machina,,tip,crowdfunding; product-design,Kickstarter project,low,23,2017-03-01,main,https://www.kickstarter.com/projects/1029808658/macchina-the-ultimate-tool-for-taking-control-of-y?token=e40d156d,,https://youtube.com/watch?v=OQTIbB5-o0Y,https://www.makerprojectlab.com/10-computer-updated-wifi-bluetooth-maker-update-23/
Fiber Optics and Circuit Playground Board,,tip,electronics; raspberry-pi; maker-electronics,Adafruit electronics component,low,23,2017-03-01,main,https://learn.adafruit.com/circuit-playground-light-pod/intro-and-setup,,https://youtube.com/watch?v=OQTIbB5-o0Y,https://www.makerprojectlab.com/10-computer-updated-wifi-bluetooth-maker-update-23/
Open Source Growroom,Space10,project,horticulture; arduino; iot; sensor; automation,Open-source indoor garden with IoT sensors.,high,22,2017-02-22,main,https://medium.com/space10-the-farm/space10-open-sources-the-growroom-aa7ca6621715#.rh1o2bqd8,https://www.space10.io/,https://youtube.com/watch?v=0bYUHvjHijA,https://www.makerprojectlab.com/cnc-garden-pods-wi-fi-weather-panels-maker-update-22/
https://github.com/space10-community/the-growroom,,project,,Maker Update resource,low,22,2017-02-22,main,https://github.com/space10-community/the-growroom,,https://youtube.com/watch?v=0bYUHvjHijA,https://www.makerprojectlab.com/cnc-garden-pods-wi-fi-weather-panels-maker-update-22/
WiFi Weather Display with ESP8266,bekathwia,project,esp32; sensor; home-automation; display; weather,WiFi weather display using ESP8266.,high,22,2017-02-22,main,https://www.instructables.com/id/WiFi-Weather-Display-With-ESP8266/,,https://youtube.com/watch?v=0bYUHvjHijA,https://www.makerprojectlab.com/cnc-garden-pods-wi-fi-weather-panels-maker-update-22/
3D Printed Digital Night Vision (The OpenScope),MattGyver92,project,3d-printing; optics; electronics; imaging,Digital night vision device construction.,high,22,2017-02-22,main,https://www.instructables.com/id/3D-Printed-Digital-Night-Vision-The-OpenScope/,,https://youtube.com/watch?v=0bYUHvjHijA,https://www.makerprojectlab.com/cnc-garden-pods-wi-fi-weather-panels-maker-update-22/
Measuring Tape Mods via MAKE:,,tip,,Maker Update resource,low,22,2017-02-22,main,http://makezine.com/2017/02/17/tips-of-the-week-measuring-tape-mods-mold-making-vinyl-testing/,https://youtu.be/gZV92wGPqTA,https://youtube.com/watch?v=0bYUHvjHijA,https://www.makerprojectlab.com/cnc-garden-pods-wi-fi-weather-panels-maker-update-22/
